,COW,Old Coup ID#,New Coup ID#,country,Month,Day,Year,Coup ID Type,Description of Event,Milan Description,Realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime
302,42,4210.1946,4210001946,Dominican Republic,10,0,1946,0,Attempted Coup,0,0,1,Rafael Trujillo,president/dictator,communists,.,.,Communists attempted a coup but order was restored by the government.,DO,NA,10/0.0/1946.0
303,42,426.1949,4206001949,Dominican Republic,6,0,1949,0,Attempted Coup,0,0,1,Rafael Trujillo,president/dictator,unknown,.,.,A revolution was attempted but defeated.,DO,NA,6/0.0/1949.0
304,42,4261459,4206141959,Dominican Republic,6,14,1959,0,Attempted Coup,0,0,1,Rafael Trujillo,president/dictator,armed forces of Cuba,.,.,Armed forces from Cuba attempted to invade and overthrow Trujillo but they were defeated by the military.,DO,NA,6/14.0/1959.0
305,42,4253061,4205301961,Dominican Republic,5,30,1961,0,Attempted Coup,assassination,0,1,Rafael Trujillo,president/dictator,"General Juan Tomás Díaz, Antonio de la Maza, Amado García Guerrero, and General Antonio Imbert Barrera and others",.,.,A cabal of generals plotted to seize power after assassinating Trujillo. The assassination was successful but the coup attempt failed with six of the seven plotters captured and sentenced to death.,DO,NA,5/30.0/1961.0
306,42,4211762,4201171962,Dominican Republic,1,17,1962,Coup,Coup,Coup,1,0,Joaquin Balaguer,president,armed forces,civic-military council,armed forces and civilian junta,Balaguer was overthrown by the armed forces in response to political riots ravaging the cities. A six member military junta was established in the aftermath.,DO,NA,1/17.0/1962.0
307,42,4211962,4201191962,Dominican Republic,1,19,1962,Counter-Coup,Coup,Coup,1,0,civic-military council,armed forces and civilian junta,Balaguer government counter revolutionaries,Filiberto Bonnelly,interim president,The Balaguer adminstration launched a counter-coup against the Civil-Military Council. Balaguer did not return from exile after the counter coup and Bonnelly took his place as president.,DO,NA,1/19.0/1962.0
308,42,4292563,4209251963,Dominican Republic,9,25,1963,Coup,Coup,Coup,1,0,Juan Bosch,president,Colonel Elias Wessin,Triumvirate,military junta leader,"Colonel Elias Wessin overthrew Bosch out fears that his economic, cultural and military policies were too extreme and he was ""soft"" on communism. A three-member military junta led by De Santos stepped up.",DO,NA,9/25.0/1963.0
309,42,4242565,4204251965,Dominican Republic,4,25,1965,Revolt,Coup,revolt,1,0,Donal Reid Cabral,provisional president/former foreign minister/head of civilian junta,armed forces and civilian revolutionaries led by Franciso Caamano,Rafael Urena Molina,provisional president of revolutionary government,Military and civilian forces loyal to Juan Bosch seized the control from military and civilian ruling junta and place Molina as provisional president.,DO,NA,4/25.0/1965.0
310,42,4242765,4204271965,Dominican Republic,4,27,1965,Coup,Coup,Coup,1,0,Rafael Urena Molina,provisional president of revolutionary government,forces loyal to the Cabral and the previous junta supported by the armed forces of the united states,Pedro Benoit,provisional president of the loyalist occupation government,Molina was pushed out of office by forces loyal to Cabral and the junta which overthrew Bosch. This was accomplished in part because of the US-led invasion of the country. Benoit was made the provisional president of the loyalist occupation government.,DO,NA,4/27.0/1965.0
311,42,42112265,4211221965,Dominican Republic,11,22,1965,0,Attempted Coup,0,0,1,Hector Garcia Gordoy,provisional occupation president,Alcibiades Espinoza,.,.,Espinoza was unsuccessful in his efforts to overthrow Gordoy regime.,DO,NA,11/22.0/1965.0
312,42,4283065,4208301965,Dominican Republic,8,30,1965,Foreign,Coup,foreign,1,0,Pedro Benoit,provisional president of the loyalist occupation government,united states and OAS peacekeeping arrangement,Hector Garcia Gordoy,provisional occupation president,The United States and OAS imposed a provisional government led by Gordoy while invasion forces withdrew.,DO,NA,8/30.0/1965.0
313,42,422.1973,4202001973,Dominican Republic,2,0,1973,0,Attempted Coup,0,0,1,Joaquin Balaguer,president/dictator,former official and officer Franciso Caamano,.,.,Former leader Franciso Caamano led a failed coup attempt.,DO,NA,2/0.0/1973.0
314,42,,4208111975,East Timor,8,11,1975,,,,,,,,,,,,,,8/11.0/1975.0
315,130,13082347,13008231947,Ecuador,8,23,1947,Palace Coup,Coup,Coup,1,0,José María Velasco Ibarra,president/dictator,defense minister Mancheno and others,Carlos Mancheno,president/jefe supremo,Three defense ministers including Carlos Macheno overthrew Ibarra. Macheno established himself as the supreme leader of the nation.,EC,SA,8/23.0/1947.0
316,130,1309347,13009031947,Ecuador,9,3,1947,Coup,Coup,Coup,1,0,Carlos Mancheno,president/jefe supremo,armed forces counter revolutionary forces,Mariano Suarez,acting president,Mancheno was ousted by a counter-revolutionary faction in the armed forces. Mariano was appointed as acting president.,EC,SA,9/3.0/1947.0
317,130,13011763,13011071963,Ecuador,11,7,1963,Coup,Coup,Coup,1,0,Carlos Julio Arosemena Monroy,president,armed forces,Ramón Castro Jijón,chairman of military junta,Concerns over Ecuador's relationship with the United States and Monroy's vocal support of the Cuban Castro regime led to the armed force move against him. Castro established himself as the chairman of the military junta in the aftermath.,EC,SA,11/7.0/1963.0
318,130,13032966,13003291966,Ecuador,3,29,1966,Revolt,Coup,Coup,1,0,Ramón Castro Jijón,chairman of military junta,"student, union, popular protests, possibly communist involvement",Yerovi,acting president,"Facing an economic crisis, protests from students, union groups gained popular support and forced the junta to hand power over to a civilian administration headed by Yerovi.",EC,SA,3/29.0/1966.0
319,130,13062270,13006221970,Ecuador,6,22,1970,Auto-Coup,coup,autocoup,1,0,José María Velasco Ibarra,president,José María Velasco Ibarra,José María Velasco Ibarra,jefe supremo/dictator,"President Jose Maria Velasco Ibarra suspended the constitution, dissolved the legislature and declared himself a civilian dictator. This is a self-coup.",EC,SA,6/22.0/1970.0
320,130,13021572,13002151972,Ecuador,2,15,1972,Coup,Coup,Coup,1,0,José María Velasco Ibarra,jefe supremo/dictator,armed forces,Guillermo Rodríguez Lara,military dictator/president,"Military leaders feared that the upcoming presidential election could seat an unstable, populist candidate at the head of government. General Lara led the coup which overthrew Iberra and suspended the elections. Lara ruled apart from a junta as president in the aftermath.",EC,SA,2/15.0/1972.0
321,130,1309175,13009011975,Ecuador,9,1,1975,0,Attempted Coup,0,0,1,Guillermo Rodríguez Lara,military dictator/president,"the chairman of the Joint Chiefs of Staff, General Raúl González Alvear",.,.,A decree on import tariffs were seen as the reason behind an attempt by the chair of the joint chiefs of staff against the Lara regime. The attempt was bloody and it failed.,EC,SA,9/1.0/1975.0
322,130,13011176,13001111976,Ecuador,1,11,1976,Coup,Coup,Coup,1,0,Guillermo Rodríguez Lara,military dictator/president,armed forces,Povedao Burbano,Supreme Council of Government military junta Chairman,"Unable to resolve questions of economic policy without resorting to destabilizing coup attempts, a new military junta took power from Lara and worked to transition the country to civilian rule. Burbano served as the junta chairman.",EC,SA,1/11.0/1976.0
323,130,13012100,13001212000,Ecuador,1,21,2000,Revolt,Coup,0,1,0,Jamil Mahuad,president,native american protestors with military and police support/ Col. Lucio. Gutiérrez,Gustava Noboa,acting president,Mahuad was overthrown by a popular mob of native americans and disgruntled military officials after attempting to enact extremely unpopular remedies to the current economic crisis. The military backers of the coup declined to take power themselves and instead allowed the Vice President Noboa to act as president.,EC,SA,1/21.0/2000.0
324,130,13041505,13004152005,Ecuador,4,15,2005,0,Attempted Coup,autocoup,0,1,Lucio Gutierrez,president,Lucio Gutierrez,.,.,President Gutierrez attempted an auto-coup when to stem judicial action against his office he revoked the appointment of a Supreme Court justice and declared a state of emergency to end protests against his regime. The attempt was foiled when the military withdrew support for his actions and refused to enforce the state of emergency.,EC,SA,4/15.0/2005.0
325,130,13042005,13004202005,Ecuador,4,20,2005,Palace Coup,Coup,0,1,1,Lucio Gutierrez,president,"Opposition legislators, armed forces, and mobs",Alfredo Palacio,president,"Several days after attempting to increase his own power, the military continued to say they no longer supported his presidency. The protests and riots against his presidency increased. Eventually, the legislature, without notifying the President's supporters in office, voted to impeach and remove him from office for failing his Constitutional duties. This action was seen as controversial since the vote was carried out secretly. Palacio stepped into office and refused to hold a vote on his presidency insisting he would serve out the rest of Gutierrez's term.",EC,SA,4/20.0/2005.0
326,651,65112.1947,65112001947,Egypt,12,0,1947,0,Conspiracy Coup,0,0,1,King Faruok,royal leader,military officers associated the National Socialist Extremist Association,.,.,20 or so officers were planning to oust the King and established a socialist military regime. Their plot was uncovered and several active members were arrested.,EG,AF,12/0.0/1947.0
327,651,65172252,65107221952,Egypt,7,22,1952,Coup,Coup,,,,King Faruok,royal leader,junior military offices of the Free Officers association led by Generals Nagiub and Nasser,Naguib,military dictator/premier,"King Faruok was colored as corrupt and blamed for the loss in the war with Israel which led to his overthrow by the Free Officer's movement. General Naguib rose the executive position by occupying the position of president and premier. Faruok, though defeated, formally abdicates days later.",EG,AF,7/22.0/1952.0
328,651,65111653,65101161953,Egypt,1,16,1953,0,Conspiracy Coup,0,0,1,Naguib,military dictator/premier,25 military officers,.,.,"Allegedly, 25 military officers were plotting against Naguib.",EG,AF,1/16.0/1953.0
329,651,65142554,65102251954,Egypt,2,25,1954,0,Attempted Coup,0,0,1,Naguib,military dictator/premier,Revolutionary Command Council junta,.,.,The Revolutionary Command Council attempted to force Naguib out of the presidency however public support halted this effort. Naguib's powers were limited after the attempt.,EG,AF,2/25.0/1954.0
330,651,65142854,65104281954,Egypt,4,28,1954,0,Conspiracy Coup,0,0,1,Naguib,military dictator/premier,16 military officers,.,.,A group of 16 officers plotted to remove Naguib and the RCC.,EG,AF,4/28.0/1954.0
331,651,651111454,65111141954,Egypt,11,14,1954,Palace Coup,Coup,0,1,0,Naguib,military dictator/premier,Revolutionary Command Council junta and General Nasser,Revolutionary Command Council,military junta,"Nagiub was placed under house arrest and eventually ordered to resign from the RCC after an assassination attempt on Nasser. Nasser, lacking public and military support for his presidency immediately following Nagiub's removal, led the RCC to take control.",EG,AF,11/14.0/1954.0
332,651,651111754,65111171954,Egypt,11,17,1954,Palace Coup,Coup,0,1,0,Revolutionary Command Council,military junta,General Nasser,Nasser,dictator/president,"In wake of Naguib's removal, Nasser rallied his supporters in the RRC and became effective head of state and government, although it would be some time before he officially was appointed and later elected president.",EG,AF,11/17.0/1954.0
333,651,6513558,65103051958,Egypt,3,5,1958,0,Conspiracy Coup,0,0,1,Nasser,dictator/president,"Ahmed Mortada el-Maraghi, Hussein Khairy, Mahmoud Namek",.,.,Several individuals were conspiring against Nasser.,EG,AF,3/5.0/1958.0
334,651,65182965,65108291965,Egypt,8,29,1965,0,Conspiracy Coup,0,0,1,Nasser,dictator/president,"Sayed Kotb, Yusuf Hawash, Abdul Fattah Ismail",.,.,Several individuals were conspiring against Nasser. The conspiracy cost at least three lives.,EG,AF,8/29.0/1965.0
335,651,6514166,65104011966,Egypt,4,1,1966,0,Conspiracy Coup,0,0,1,Nasser,dictator/president,28 army officers,.,.,28 army officers were arrested in a plot to overthrow Nasser because of his policies concerning Yemen.,EG,AF,4/1.0/1966.0
336,651,65182767,65108271967,Egypt,8,27,1967,0,Conspiracy Coup,0,0,1,Nasser,dictator/president,"Shamseddin Badran, Abbas Radwan, Lt.Col. Haridi, Osman Nasser, Salah Nasr, Hakim Amer",.,.,Hakim Amer and several other government and military officials were plotting to overthrow Nasser. The plot was uncovered and some conspirators were arrested.,EG,AF,8/27.0/1967.0
337,651,65151371,65105131971,Egypt,5,13,1971,0,Conspiracy Coup,0,0,1,Anwar Sadat,dictator/president,"V.Pres. Ali Sabry, Gen. Fawzi",.,.,Vice President Sabry was accused of conspiring with military officers to overthrow Sadat.,EG,AF,5/13.0/1971.0
338,651,65142774,65104271974,Egypt,4,27,1974,0,Attempted Coup,0,0,1,Anwar Sadat,Anwar Sadat,"Saleh Sariyah, military cadets, forces allied with Libya",.,.,"Individuals allied with Libya including military personnel attempted to overthrow the Egyptian government. After a battle, the attempt was broken off.",EG,AF,4/27.0/1974.0
339,651,65112.1978,65112001978,Egypt,12,0,1978,0,Conspiracy Coup,0,0,1,Anwar Sadat,Anwar Sadat,communists,.,.,"A group of students, journalists and others were allegedly tried to form a communist movement to overthrow Sadat. They were imprisoned.",EG,AF,12/0.0/1978.0
340,92,92121448,9212141948,El Salvador,12,14,1948,Coup,Coup,Coup,1,0,Salvador Castaneda Castro,President,armed forces led by Col. Cordova,Cordova,chairman of the Revolutionary Council junta,The armed forces led by Cordova supposedly discovered President Castaneda intended to cancel upcoming elections and rule by decree. Cordova established himself as the head of the military and civilian Revolutionary Council junta.,SV,NA,12/14.0/1948.0
