,Unnamed: 0,COW,Old Coup ID#,New Coup ID#,country,month,day,year,coup_id,event,Milan Description,realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime,date
263,264,94.0,9442549,9404251948.0,Costa Rica,4,25,1948,Civil War,coup,Civil war,Yes,0.0,Teodoro Picado,president,Supporters of former President Calderon with support from Jose Figures and Fidel Castro.,Leon Herrera,acting president,"After losing popular election, candidate Calderon's supporters sparked a constitutional crisis by refusing to validate the election. A civil war ensued which removed Picado from effective power, although technically he completed his term abroad and aided in forming the provisional government after the war of which Herrera was appointed to the position of acting president.",CR,NA,1948-04-01,1948-4
264,265,94.0,945849,9405081948.0,Costa Rica,5,8,1948,Civil War,coup,Civil War,Yes,0.0,Leon Herrera,acting president,military,Figueres Ferrer,interim president/ Founding Council junta chairman,Figueres and the military junta called the Founding Council took control after Herrera's term expired and the various factions of the civil war had been defeated or capitulated.,CR,NA,1948-05-01,1948-5
265,266,94.0,94121148,9412111948.0,Costa Rica,12,11,1948,0,attempted coup,0,No,1.0,Figueres Ferrer,interim president/junta chairman,Supporters of former President Calderon.,.,.,Supporters of former President Calderon attempted an invasion and coup against the Figures interim government. The attempt was put down.,CR,NA,1948-12-01,1948-12
266,267,94.0,94112754,9411271954.0,Costa Rica,11,27,1954,0,attempted coup,0,No,1.0,Figueres Ferrer,president,unknown plotters financed from Venezuela and Nicaragua,.,.,"During his second term, Figueres faced a coup attempt supposedly financed by Venezuela and Nicaragua.",CR,NA,1954-11-01,1954-11
267,268,94.0,9411155,9401111955.0,Costa Rica,1,11,1955,0,attempted coup,0,No,1.0,Figueres Ferrer,president,former president Calderon,.,.,Fomer president Calderon attempted for a third to seize power in Costa Rica.,CR,NA,1955-01-01,1955-1
269,270,437.0,43772391,43707231991.0,Cote d'Ivoire,7,23,1991,0,conspiracy coup,0,No,1.0,Houphouet-Boigny,president,junior officers,.,.,A coup was plotted by junior military officers against Boigny,CI,AF,1991-07-01,1991-7
270,271,437.0,4377.1991,43707001991.0,Cote d'Ivoire,7,0,1991,0,attempted coup,0,No,1.0,Houphouet-Boigny,president,unknown,.,.,A coup was attempted by uknown parties against Boigny.,CI,AF,1991-07-01,1991-7
271,272,437.0,43710.1995,43710001995.0,Cote d'Ivoire,10,0,1995,0,attempted coup,0,No,1.0,Konan Bedie,president,unknown,.,.,A coup was attempted by uknown parties against Bedie.,CI,AF,1995-10-01,1995-10
272,273,437.0,4375.1996,43705001996.0,Cote d'Ivoire,5,0,1996,0,attempted coup,0,No,1.0,Konan Bedie,president,unkown,.,.,A coup was attempted by uknown forces against Bedie.,CI,AF,1996-05-01,1996-5
273,274,437.0,437122599,43712251999.0,Cote d'Ivoire,12,25,1999,Coup,coup,Coup,Yes,0.0,Konan Bedie,president,armed forces backing rival to Bedie,Robert Guei,National Public Salvation Committee chairman/junta leader,"Rising dissatisfaction led to an army revolt which demanded Bedie to step down. When he did not, the army overthrew him and established General Guei as the head of the National Public Salvation Committee junta chairman",CI,AF,1999-12-01,1999-12
274,275,437.0,437102500,43710252000.0,Cote d'Ivoire,10,25,2000,Revolt,coup,revolt,Yes,0.0,Robert Guei,president/junta chairman,Ivorian Popular Front revolutionaries led by Gbagbo,Laurent Gbagbo,president,Gbagbo won the 2000 presidential election but Guei refused to validate the results. Guei was overthrown in a violent revolt against his decision and authority. Gbagbo declared himself president in the aftermath.,CI,AF,2000-10-01,2000-10
275,276,437.0,4371701,43701072001.0,Cote d'Ivoire,1,7,2001,0,attempted coup,0,No,1.0,Laurent Gbagbo,president,foreigners/ Couilbaly,.,.,President Gbagbo said that foreigners led by Couilbaly failed in an attempt to overthrow him.,CI,AF,2001-01-01,2001-1
276,277,437.0,43791902,43709192002.0,Cote d'Ivoire,9,19,2002,0,attempted coup,0,No,1.0,Laurent Gbagbo,president,"Armed forces supported by Burkina Faso, Liberia and possibly other international parties.",.,.,"After a northern presidential candidate was barred from running in the 2000 presidential election, attacks by soldiers from the north targeted several major cities in a coup attempt which failed and degenerated into civil war.",CI,AF,2002-09-01,2002-9
277,278,40.0,4051746,4005171946.0,Cuba,5,17,1946,0,conspiracy coup,0,No,1.0,Ramon Grau,president,soldiers without officer support,.,.,A number of soldiers were arrested for plotting to overthrow the government. It appears no officers were directing or supporting them.,CU,NA,1946-05-01,1946-5
278,279,40.0,4092147,4009211947.0,Cuba,9,21,1947,0,conspiracy coup,0,No,1.0,Ramon Grau,president,unknown possibly involving government officials,.,.,A cache of weapons was found on the property of government officials. The weapons found were determined to be part of a plot of overthrow the government.,CU,NA,1947-09-01,1947-9
279,280,40.0,4031052,4003101952.0,Cuba,3,10,1952,Coup,coup,Coup,Yes,0.0,Carlos Prio Socarras,president,General Batista,military dictator,,General Batista seized power amid corruption and violence waged between political factions. Ousted President Socarras fled Cuba and offered no resistance to the coup.,CU,NA,1952-03-01,1952-3
280,281,40.0,4072653,4007261953.0,Cuba,7,26,1953,0,attempted coup,0,No,1.0,Batista,president/dictator,Fidel Castro and July 26th Movement Revolutionaries,.,.,Fidel Casto led rebels of the July 26th Movement in an attack against a military barracks with the hope of seizing weapons for a coup. The attempt failed.,CU,NA,1953-07-01,1953-7
281,282,40.0,404356,4004031956.0,Cuba,4,3,1956,0,conspiracy coup,0,No,1.0,Batista,president/dictator,General Barquin and military officers.,.,.,General Barquin and hundreds of military officers attempted to overthrow President General Batista. His plan was betrayed by fellow conspirator and it failed.,CU,NA,1956-04-01,1956-4
282,283,40.0,4031357,4003131957.0,Cuba,3,13,1957,0,attempted coup,0,No,1.0,Batista,president/dictator,Armed student groups,.,.,Student groups unaffiliated with the July 26th Movement attempted to overthrow Batista in a student uprising. Many students were killed in the failed attempt.,CU,NA,1957-03-01,1957-3
283,284,40.0,409557,4009051957.0,Cuba,9,5,1957,0,attempted coup,0,No,1.0,Batista,president/dictator,Civilians and Naval Officers,.,.,The city of Cienfuegos was the scene of a civilian and military uprising in an effort to overthrow the Batista regime during the Cuban Revolution. The attempt failed.,CU,NA,1957-09-01,1957-9
284,285,40.0,401159,4001011959.0,Cuba,1,1,1959,Revolt,coup,revolt,Yes,0.0,Batista,president/dictator,Fidel Castro and July 26th Movement Revolutionaries,Fidel Castro,revolutionary leader/dictator,Batista fled as Fidel Castro's revolutionaries made significant battlefield victories. The rest of his regime crumbled and the revolutionaries rode into Havana as victors.,CU,NA,1959-01-01,1959-1
285,286,40.0,406659,4006061959.0,Cuba,6,6,1959,0,conspiracy coup,0,No,1.0,Fidel Castro,dictator/party chairman/premier,counter-revolutionaries,.,.,The government of Casto alledged that counter-revolutionaries plotted to a coup. Their weapons were confiscated.,CU,NA,1959-06-01,1959-6
286,287,40.0,4041761,4004171961.0,Cuba,4,17,1961,0,attempted coup,0,No,1.0,Fidel Castro,dictator/party chairman/premier,CIA-funded Cuban exiles and dissidents.,.,.,"Cuban dissidents and exiles funded, trained, and armed by the CIA attempted an invasion and coup of Cuba and Castro. They were defeated by the Cuban military after several days of fighting.",CU,NA,1961-04-01,1961-4
287,288,352.0,,35203001972.0,Cyprus,3,0,1972,0,attempted coup,0,No,1.0,Markarios III,theocratic leader,Bishops in opposition to Markarios.,.,.,A cadre of Bishops attempted to force Markarios out of the presidency and the political/religious order. Markarios responded by reducing their influence and the influence the religious order had on decisions in the government.,CY,AS,1972-03-01,1972-3
288,289,352.0,35271574,35207151974.0,Cyprus,7,15,1974,Coup,coup,Coup,Yes,0.0,Markarios III,theocratic leader,Greek-supported military officers,Nikos Sampson,interim president,"The military regime in Greece engineered a coup against Markarios III in an effort to solidify their position in Cyprus in the face of Turkish Invasion threats, tensions with the Markarios regime, and ethnic unrest. Samson was installed in the wake of the coup but quickly resigned and handed power to Klerides.",CY,AS,1974-07-01,1974-7
301,302,42.0,4210.1946,4210001946.0,Dominican Republic,10,0,1946,0,attempted coup,0,No,1.0,Rafael Trujillo,president/dictator,communists,.,.,Communists attempted a coup but order was restored by the government.,DO,NA,1946-10-01,1946-10
302,303,42.0,426.1949,4206001949.0,Dominican Republic,6,0,1949,0,attempted coup,0,No,1.0,Rafael Trujillo,president/dictator,unknown,.,.,A revolution was attempted but defeated.,DO,NA,1949-06-01,1949-6
303,304,42.0,4261459,4206141959.0,Dominican Republic,6,14,1959,0,attempted coup,0,No,1.0,Rafael Trujillo,president/dictator,armed forces of Cuba,.,.,Armed forces from Cuba attempted to invade and overthrow Trujillo but they were defeated by the military.,DO,NA,1959-06-01,1959-6
304,305,42.0,4253061,4205301961.0,Dominican Republic,5,30,1961,0,attempted coup,assassination,No,1.0,Rafael Trujillo,president/dictator,"General Juan Tomás Díaz, Antonio de la Maza, Amado García Guerrero, and General Antonio Imbert Barrera and others",.,.,A cabal of generals plotted to seize power after assassinating Trujillo. The assassination was successful but the coup attempt failed with six of the seven plotters captured and sentenced to death.,DO,NA,1961-05-01,1961-5
305,306,42.0,4211762,4201171962.0,Dominican Republic,1,17,1962,Coup,coup,Coup,Yes,0.0,Joaquin Balaguer,president,armed forces,civic-military council,armed forces and civilian junta,Balaguer was overthrown by the armed forces in response to political riots ravaging the cities. A six member military junta was established in the aftermath.,DO,NA,1962-01-01,1962-1
306,307,42.0,4211962,4201191962.0,Dominican Republic,1,19,1962,Counter-Coup,coup,Coup,Yes,0.0,civic-military council,armed forces and civilian junta,Balaguer government counter revolutionaries,Filiberto Bonnelly,interim president,The Balaguer adminstration launched a counter-coup against the Civil-Military Council. Balaguer did not return from exile after the counter coup and Bonnelly took his place as president.,DO,NA,1962-01-01,1962-1
307,308,42.0,4292563,4209251963.0,Dominican Republic,9,25,1963,Coup,coup,Coup,Yes,0.0,Juan Bosch,president,Colonel Elias Wessin,Triumvirate,military junta leader,"Colonel Elias Wessin overthrew Bosch out fears that his economic, cultural and military policies were too extreme and he was ""soft"" on communism. A three-member military junta led by De Santos stepped up.",DO,NA,1963-09-01,1963-9
308,309,42.0,4242565,4204251965.0,Dominican Republic,4,25,1965,Revolt,coup,revolt,Yes,0.0,Donal Reid Cabral,provisional president/former foreign minister/head of civilian junta,armed forces and civilian revolutionaries led by Franciso Caamano,Rafael Urena Molina,provisional president of revolutionary government,Military and civilian forces loyal to Juan Bosch seized the control from military and civilian ruling junta and place Molina as provisional president.,DO,NA,1965-04-01,1965-4
309,310,42.0,4242765,4204271965.0,Dominican Republic,4,27,1965,Coup,coup,Coup,Yes,0.0,Rafael Urena Molina,provisional president of revolutionary government,forces loyal to the Cabral and the previous junta supported by the armed forces of the united states,Pedro Benoit,provisional president of the loyalist occupation government,Molina was pushed out of office by forces loyal to Cabral and the junta which overthrew Bosch. This was accomplished in part because of the US-led invasion of the country. Benoit was made the provisional president of the loyalist occupation government.,DO,NA,1965-04-01,1965-4
310,311,42.0,42112265,4211221965.0,Dominican Republic,11,22,1965,0,attempted coup,0,No,1.0,Hector Garcia Gordoy,provisional occupation president,Alcibiades Espinoza,.,.,Espinoza was unsuccessful in his efforts to overthrow Gordoy regime.,DO,NA,1965-11-01,1965-11
311,312,42.0,4283065,4208301965.0,Dominican Republic,8,30,1965,Foreign,coup,foreign,Yes,0.0,Pedro Benoit,provisional president of the loyalist occupation government,united states and OAS peacekeeping arrangement,Hector Garcia Gordoy,provisional occupation president,The United States and OAS imposed a provisional government led by Gordoy while invasion forces withdrew.,DO,NA,1965-08-01,1965-8
312,313,42.0,422.1973,4202001973.0,Dominican Republic,2,0,1973,0,attempted coup,0,No,1.0,Joaquin Balaguer,president/dictator,former official and officer Franciso Caamano,.,.,Former leader Franciso Caamano led a failed coup attempt.,DO,NA,1973-02-01,1973-2
314,315,130.0,13082347,13008231947.0,Ecuador,8,23,1947,Palace Coup,coup,Coup,Yes,0.0,José María Velasco Ibarra,president/dictator,defense minister Mancheno and others,Carlos Mancheno,president/jefe supremo,Three defense ministers including Carlos Macheno overthrew Ibarra. Macheno established himself as the supreme leader of the nation.,EC,SA,1947-08-01,1947-8
315,316,130.0,1309347,13009031947.0,Ecuador,9,3,1947,Coup,coup,Coup,Yes,0.0,Carlos Mancheno,president/jefe supremo,armed forces counter revolutionary forces,Mariano Suarez,acting president,Mancheno was ousted by a counter-revolutionary faction in the armed forces. Mariano was appointed as acting president.,EC,SA,1947-09-01,1947-9
316,317,130.0,13011763,13011071963.0,Ecuador,11,7,1963,Coup,coup,Coup,Yes,0.0,Carlos Julio Arosemena Monroy,president,armed forces,Ramón Castro Jijón,chairman of military junta,Concerns over Ecuador's relationship with the United States and Monroy's vocal support of the Cuban Castro regime led to the armed force move against him. Castro established himself as the chairman of the military junta in the aftermath.,EC,SA,1963-11-01,1963-11
317,318,130.0,13032966,13003291966.0,Ecuador,3,29,1966,Revolt,coup,Coup,Yes,0.0,Ramón Castro Jijón,chairman of military junta,"student, union, popular protests, possibly communist involvement",Yerovi,acting president,"Facing an economic crisis, protests from students, union groups gained popular support and forced the junta to hand power over to a civilian administration headed by Yerovi.",EC,SA,1966-03-01,1966-3
318,319,130.0,13062270,13006221970.0,Ecuador,6,22,1970,Auto-Coup,coup,autocoup,Yes,0.0,José María Velasco Ibarra,president,José María Velasco Ibarra,José María Velasco Ibarra,jefe supremo/dictator,"President Jose Maria Velasco Ibarra suspended the constitution, dissolved the legislature and declared himself a civilian dictator. This is a self-coup.",EC,SA,1970-06-01,1970-6
